carrera,n,region_de_evaluacion,nota
odontologia,209,APURIMAC,12.2
odontologia,210,APURIMAC,9.4
odontologia,211,APURIMAC,7.4
odontologia,212,APURIMAC,3.8
odontologia,213,APURIMAC,10.2
odontologia,214,APURIMAC,7.4
odontologia,215,APURIMAC,8.4
odontologia,216,APURIMAC,12
odontologia,217,APURIMAC,9.6
odontologia,218,APURIMAC,8.2
odontologia,219,APURIMAC,5.4
odontologia,220,APURIMAC,9.4
odontologia,221,APURIMAC,10.2
odontologia,222,APURIMAC,NA
odontologia,223,APURIMAC,9.6
odontologia,224,APURIMAC,10.2
odontologia,225,APURIMAC,11.6
odontologia,226,APURIMAC,10.2
odontologia,227,APURIMAC,7.2
odontologia,228,APURIMAC,11.4
odontologia,229,APURIMAC,9.8
odontologia,230,APURIMAC,11.6
odontologia,231,APURIMAC,7.8
odontologia,232,APURIMAC,9
odontologia,233,APURIMAC,10
odontologia,234,APURIMAC,10.4
odontologia,235,APURIMAC,9.2
odontologia,236,APURIMAC,10.2
odontologia,237,APURIMAC,8.4
odontologia,238,APURIMAC,8.4
odontologia,239,APURIMAC,10.2
odontologia,240,APURIMAC,11
odontologia,241,APURIMAC,8.8
odontologia,242,APURIMAC,8.6
odontologia,243,APURIMAC,10
odontologia,244,APURIMAC,8.4
odontologia,245,APURIMAC,8.8
odontologia,246,APURIMAC,9.8
odontologia,247,APURIMAC,6.6
odontologia,248,AREQUIPA,10.2
odontologia,249,AREQUIPA,10.4
odontologia,250,AREQUIPA,8
odontologia,251,AREQUIPA,6.2
odontologia,252,AREQUIPA,11.4
odontologia,253,AREQUIPA,9.6
odontologia,254,AREQUIPA,9.6
odontologia,255,AREQUIPA,9.6
odontologia,256,AREQUIPA,9
odontologia,257,AREQUIPA,10.4
odontologia,258,AREQUIPA,10.2
odontologia,259,AREQUIPA,NA
odontologia,260,AREQUIPA,NA
odontologia,261,AREQUIPA,10.8
odontologia,262,AREQUIPA,10.6
odontologia,263,AREQUIPA,9.2
odontologia,264,AREQUIPA,12.4
odontologia,265,AREQUIPA,12
odontologia,266,AREQUIPA,8
odontologia,267,AREQUIPA,11
odontologia,268,AREQUIPA,12
odontologia,269,AREQUIPA,10
odontologia,270,AREQUIPA,8.8
odontologia,271,AREQUIPA,NA
odontologia,272,AREQUIPA,12.6
odontologia,273,AREQUIPA,10.6
odontologia,274,AREQUIPA,12
odontologia,275,AREQUIPA,11.2
odontologia,276,AREQUIPA,9.2
odontologia,277,AREQUIPA,10.2
odontologia,278,AREQUIPA,10.4
odontologia,279,AREQUIPA,10.6
odontologia,280,AREQUIPA,9.8
odontologia,281,AREQUIPA,9.2
odontologia,282,AREQUIPA,10.2
odontologia,283,AREQUIPA,12
odontologia,284,AREQUIPA,11.8
odontologia,285,AREQUIPA,12.4
odontologia,286,AREQUIPA,10.8
odontologia,287,AREQUIPA,8.4
odontologia,288,AREQUIPA,8.6
odontologia,289,AREQUIPA,9
odontologia,290,AREQUIPA,9
odontologia,291,AREQUIPA,8.8
odontologia,292,AREQUIPA,10.6
odontologia,293,AREQUIPA,8.2
odontologia,294,AREQUIPA,12.2
odontologia,295,AREQUIPA,11.6
odontologia,296,AREQUIPA,9
odontologia,297,AREQUIPA,9.6
odontologia,298,AREQUIPA,9.2
odontologia,299,AREQUIPA,10.2
odontologia,300,AREQUIPA,9.2
odontologia,301,AREQUIPA,12.4
odontologia,302,AREQUIPA,10.8
odontologia,303,AREQUIPA,12.4
odontologia,304,AREQUIPA,10.4
odontologia,305,AREQUIPA,7.4
odontologia,306,AREQUIPA,7.4
odontologia,307,AREQUIPA,10.2
odontologia,308,AREQUIPA,8.2
odontologia,309,AREQUIPA,10.6
odontologia,310,AREQUIPA,11
odontologia,311,AREQUIPA,NA
odontologia,312,AREQUIPA,NA
odontologia,313,AREQUIPA,10.2
odontologia,314,AREQUIPA,9.4
odontologia,315,AREQUIPA,11.2
odontologia,316,AREQUIPA,9.2
odontologia,317,AREQUIPA,9.8
odontologia,318,AREQUIPA,8.6
odontologia,319,AREQUIPA,7
odontologia,320,AREQUIPA,7.4
odontologia,321,AREQUIPA,10.6
odontologia,322,AREQUIPA,10
odontologia,323,AREQUIPA,NA
odontologia,324,AREQUIPA,8.6
odontologia,325,AREQUIPA,10
odontologia,326,AREQUIPA,10.2
odontologia,327,AREQUIPA,11.2
odontologia,328,AREQUIPA,7.8
odontologia,329,AREQUIPA,10.4
odontologia,330,AREQUIPA,11.6
odontologia,331,AREQUIPA,NA
odontologia,332,AREQUIPA,10.6
odontologia,333,AREQUIPA,10.4
odontologia,334,AREQUIPA,9.2
odontologia,335,AREQUIPA,11.6
odontologia,336,AREQUIPA,8.4
odontologia,337,AREQUIPA,11
odontologia,338,AREQUIPA,12
odontologia,339,AREQUIPA,9.4
odontologia,340,AREQUIPA,11.2
odontologia,341,AREQUIPA,10.2
odontologia,342,AREQUIPA,12
odontologia,343,AREQUIPA,8.8
odontologia,344,AREQUIPA,8.8
odontologia,345,AREQUIPA,9.4
odontologia,346,AREQUIPA,10
odontologia,347,AREQUIPA,8.8
odontologia,348,AREQUIPA,10.6
odontologia,349,AREQUIPA,9.4
odontologia,350,AREQUIPA,8
odontologia,351,AREQUIPA,7.2
odontologia,352,AREQUIPA,10
odontologia,353,AREQUIPA,11.4
odontologia,354,AREQUIPA,9
odontologia,355,AREQUIPA,9.4
odontologia,356,AREQUIPA,7.8
odontologia,357,AREQUIPA,8.2
odontologia,358,AREQUIPA,10
odontologia,359,AREQUIPA,10.6
odontologia,360,AREQUIPA,13.2
odontologia,361,AREQUIPA,12.2
odontologia,362,AREQUIPA,8.8
odontologia,363,AREQUIPA,9.4
odontologia,364,AREQUIPA,10.2
odontologia,365,AREQUIPA,10.8
odontologia,366,AREQUIPA,7.4
odontologia,367,AREQUIPA,8.2
odontologia,368,AREQUIPA,10
odontologia,369,AREQUIPA,9.6
odontologia,370,AREQUIPA,8.2
odontologia,371,AREQUIPA,11.4
odontologia,372,AREQUIPA,10.6
odontologia,373,AREQUIPA,NA
odontologia,374,AREQUIPA,12.6
odontologia,375,AREQUIPA,11.8
odontologia,376,AREQUIPA,7.8
odontologia,377,AREQUIPA,10
odontologia,378,AREQUIPA,11.4
odontologia,379,AREQUIPA,10.8
odontologia,380,AREQUIPA,8.6
odontologia,381,AREQUIPA,9.4
odontologia,382,AREQUIPA,10.6
odontologia,383,AREQUIPA,NA
odontologia,384,AREQUIPA,11
odontologia,385,AREQUIPA,NA
odontologia,386,AREQUIPA,7.8
odontologia,387,AREQUIPA,10.8
odontologia,388,AREQUIPA,12.4
odontologia,389,AREQUIPA,NA
odontologia,390,AREQUIPA,9.6
odontologia,391,AREQUIPA,NA
odontologia,392,AREQUIPA,12.8
odontologia,393,AREQUIPA,7.8
odontologia,394,AREQUIPA,10
odontologia,395,AREQUIPA,NA
odontologia,396,AREQUIPA,9.8
odontologia,397,AREQUIPA,8.2
odontologia,398,AREQUIPA,11
odontologia,399,AREQUIPA,NA
odontologia,400,AREQUIPA,11.4
odontologia,401,AREQUIPA,10.6
odontologia,402,AREQUIPA,13.2
odontologia,403,AREQUIPA,12.2
odontologia,404,AREQUIPA,8
odontologia,405,AREQUIPA,8
odontologia,406,AREQUIPA,11
odontologia,407,AREQUIPA,11.6
odontologia,408,AREQUIPA,10.2
odontologia,409,AREQUIPA,10
odontologia,410,AREQUIPA,9
odontologia,411,AREQUIPA,9.6
odontologia,412,AREQUIPA,9.4
odontologia,413,AREQUIPA,8.2
odontologia,414,AREQUIPA,11.2
odontologia,415,AREQUIPA,12.6
odontologia,416,AREQUIPA,14
odontologia,417,AREQUIPA,8.4
odontologia,418,AREQUIPA,7.2
odontologia,419,AREQUIPA,9.4
odontologia,420,AREQUIPA,NA
odontologia,421,AREQUIPA,NA
odontologia,422,AREQUIPA,7.4
odontologia,423,AREQUIPA,10.8
odontologia,424,AREQUIPA,10.6
odontologia,425,AREQUIPA,11
odontologia,426,AREQUIPA,11.4
odontologia,427,AREQUIPA,10.2
odontologia,428,AREQUIPA,9.2
odontologia,429,AREQUIPA,NA
odontologia,430,AREQUIPA,NA
odontologia,431,AREQUIPA,12
odontologia,432,AREQUIPA,9.2
odontologia,433,AREQUIPA,11
odontologia,434,AREQUIPA,8.6
odontologia,435,AREQUIPA,7.6
odontologia,436,AREQUIPA,9.2
odontologia,437,AREQUIPA,NA
odontologia,438,AREQUIPA,NA
odontologia,439,AREQUIPA,10.2
odontologia,440,AREQUIPA,8.4
odontologia,441,AREQUIPA,10
odontologia,442,AREQUIPA,8.2
odontologia,443,AREQUIPA,11.2
odontologia,444,AREQUIPA,8.2
odontologia,445,AREQUIPA,10.6
odontologia,446,AREQUIPA,7.8
odontologia,447,AREQUIPA,9
odontologia,448,AREQUIPA,10.6
odontologia,449,AREQUIPA,11.4
odontologia,450,AREQUIPA,10.2
odontologia,451,AREQUIPA,10
odontologia,452,AREQUIPA,11
odontologia,453,AREQUIPA,9.6
odontologia,454,AREQUIPA,8.6
odontologia,455,AREQUIPA,10.2
odontologia,456,AREQUIPA,NA
odontologia,457,AREQUIPA,8
odontologia,458,AREQUIPA,10
odontologia,459,AREQUIPA,10.4
odontologia,460,AREQUIPA,10.4
odontologia,461,AREQUIPA,6.8
odontologia,462,AREQUIPA,10.8
odontologia,463,AREQUIPA,10
odontologia,464,AREQUIPA,7.8
odontologia,465,AREQUIPA,10
odontologia,466,AREQUIPA,10.4
odontologia,467,AREQUIPA,8
odontologia,468,AREQUIPA,9
odontologia,469,AREQUIPA,10.8
odontologia,470,AREQUIPA,10.2
odontologia,471,AREQUIPA,11.8
odontologia,472,AREQUIPA,6.6
odontologia,473,AREQUIPA,6.8
odontologia,474,AREQUIPA,13.8
odontologia,475,AREQUIPA,9.2
odontologia,476,AREQUIPA,11
odontologia,477,AREQUIPA,NA
odontologia,478,AREQUIPA,9.4
odontologia,479,AREQUIPA,8.8
odontologia,480,AREQUIPA,9.4
odontologia,481,AREQUIPA,13.8
odontologia,482,AREQUIPA,8.2
odontologia,483,AREQUIPA,11.2
odontologia,484,AREQUIPA,12.6
odontologia,485,AREQUIPA,9.6
odontologia,486,AREQUIPA,8.6
odontologia,487,AREQUIPA,8.4
odontologia,488,AREQUIPA,11.8
odontologia,489,AREQUIPA,12.6
odontologia,490,AREQUIPA,12
odontologia,491,AREQUIPA,11.4
odontologia,492,AREQUIPA,13
odontologia,493,AREQUIPA,9.6
odontologia,494,AREQUIPA,14.4
odontologia,495,AREQUIPA,12.8
odontologia,496,AREQUIPA,NA
odontologia,497,AREQUIPA,8.6
odontologia,498,AREQUIPA,10.8
odontologia,499,AREQUIPA,10.6
odontologia,500,AREQUIPA,12.2
odontologia,501,AREQUIPA,10
odontologia,502,AREQUIPA,10.4
odontologia,503,AREQUIPA,9.2
odontologia,504,AREQUIPA,NA
odontologia,505,AREQUIPA,13.4
odontologia,506,AREQUIPA,NA
odontologia,507,AREQUIPA,9.2
odontologia,508,AREQUIPA,9.6
odontologia,509,AREQUIPA,6.8
odontologia,510,AREQUIPA,10.4
odontologia,511,AREQUIPA,11
odontologia,512,AREQUIPA,9.4
odontologia,513,AREQUIPA,NA
odontologia,514,AREQUIPA,NA
odontologia,515,AREQUIPA,10.2
odontologia,516,AREQUIPA,12.2
odontologia,517,AREQUIPA,11.6
odontologia,518,AREQUIPA,12
odontologia,519,AYACUCHO,NA
odontologia,520,AYACUCHO,5.2
odontologia,521,AYACUCHO,11.6
odontologia,522,AYACUCHO,8.8
odontologia,523,AYACUCHO,11
odontologia,524,AYACUCHO,5.4
odontologia,525,AYACUCHO,5
odontologia,526,AYACUCHO,5.4
odontologia,527,AYACUCHO,7.8
odontologia,528,AYACUCHO,6.2
odontologia,529,AYACUCHO,6.8
odontologia,530,AYACUCHO,7.6
odontologia,531,AYACUCHO,7.6
odontologia,532,AYACUCHO,8.2
odontologia,533,AYACUCHO,8.6
odontologia,534,AYACUCHO,10.6
odontologia,535,AYACUCHO,10.6
odontologia,536,AYACUCHO,7.8
odontologia,537,AYACUCHO,9.4
odontologia,538,AYACUCHO,7.4
odontologia,539,AYACUCHO,NA
odontologia,540,AYACUCHO,7.8
odontologia,541,AYACUCHO,8.6
odontologia,542,AYACUCHO,11.4
odontologia,543,AYACUCHO,NA
odontologia,544,AYACUCHO,10.2
odontologia,545,AYACUCHO,9
odontologia,546,AYACUCHO,9.2
odontologia,547,AYACUCHO,8
odontologia,548,AYACUCHO,NA
odontologia,549,AYACUCHO,10.6
odontologia,550,AYACUCHO,6.2
odontologia,551,AYACUCHO,6.6
odontologia,552,AYACUCHO,9.8
odontologia,553,AYACUCHO,9.2
odontologia,554,AYACUCHO,10.2
odontologia,555,AYACUCHO,9.6
odontologia,556,AYACUCHO,11
odontologia,557,AYACUCHO,8
odontologia,558,AYACUCHO,NA
odontologia,559,AYACUCHO,13.2
odontologia,560,AYACUCHO,8
odontologia,561,AYACUCHO,8.4
odontologia,562,AYACUCHO,7.4
odontologia,563,AYACUCHO,10.6
odontologia,564,AYACUCHO,9
odontologia,565,AYACUCHO,7.2
odontologia,566,AYACUCHO,9
odontologia,567,AYACUCHO,9.8
odontologia,568,AYACUCHO,6.4
odontologia,569,AYACUCHO,7.4
odontologia,570,AYACUCHO,7.4
odontologia,571,AYACUCHO,NA
odontologia,572,AYACUCHO,8.4
odontologia,573,AYACUCHO,10
odontologia,574,AYACUCHO,6.6
odontologia,575,AYACUCHO,9.6
odontologia,576,AYACUCHO,11.6
odontologia,577,AYACUCHO,11.4
odontologia,578,AYACUCHO,8.2
odontologia,579,AYACUCHO,12.6
odontologia,580,AYACUCHO,7.2
odontologia,581,AYACUCHO,NA
odontologia,582,AYACUCHO,8.6
odontologia,583,AYACUCHO,9.4
odontologia,584,AYACUCHO,8
odontologia,585,AYACUCHO,11.4
odontologia,586,AYACUCHO,8.6
odontologia,587,AYACUCHO,8.8
odontologia,588,AYACUCHO,12.4
odontologia,589,AYACUCHO,6.6
odontologia,590,AYACUCHO,10.4
odontologia,591,AYACUCHO,14
odontologia,592,AYACUCHO,8
odontologia,593,AYACUCHO,8.6
odontologia,594,AYACUCHO,9.8
odontologia,595,AYACUCHO,10.8
odontologia,596,AYACUCHO,11
odontologia,597,AYACUCHO,8.6
odontologia,598,AYACUCHO,10.2
odontologia,599,AYACUCHO,10.6
odontologia,600,AYACUCHO,9.6
odontologia,601,AYACUCHO,12.2
odontologia,602,CAJAMARCA,8.6
odontologia,603,CAJAMARCA,13
odontologia,604,CAJAMARCA,10.6
odontologia,605,CAJAMARCA,11
odontologia,606,CAJAMARCA,8.8
odontologia,607,CAJAMARCA,5.8
odontologia,608,CAJAMARCA,10.2
odontologia,609,CAJAMARCA,14.4
odontologia,610,CAJAMARCA,9.6
odontologia,611,CAJAMARCA,10.6
odontologia,612,CAJAMARCA,10.2
odontologia,613,CAJAMARCA,9
odontologia,614,CAJAMARCA,10.4
odontologia,615,CAJAMARCA,10
odontologia,616,CAJAMARCA,9.6
odontologia,617,CAJAMARCA,11
odontologia,618,CAJAMARCA,11
odontologia,619,CAJAMARCA,8.4
odontologia,620,CAJAMARCA,NA
odontologia,621,CAJAMARCA,9.6
odontologia,622,CAJAMARCA,10.4
odontologia,623,CAJAMARCA,8.6
odontologia,624,CAJAMARCA,10.8
odontologia,625,CAJAMARCA,10.2
odontologia,626,CAJAMARCA,10.8
odontologia,627,CAJAMARCA,12
odontologia,628,CAJAMARCA,9.8
odontologia,629,CAJAMARCA,12.4
odontologia,630,CAJAMARCA,10
odontologia,631,CAJAMARCA,10
odontologia,632,CAJAMARCA,NA
odontologia,633,CAJAMARCA,11
odontologia,634,CAJAMARCA,9.4
odontologia,635,CAJAMARCA,9
odontologia,636,CAJAMARCA,9
odontologia,637,CAJAMARCA,11.2
odontologia,638,CAJAMARCA,10
odontologia,639,CAJAMARCA,8.4
odontologia,640,CAJAMARCA,NA
odontologia,641,CAJAMARCA,10.4
odontologia,642,CAJAMARCA,10.8
odontologia,643,CAJAMARCA,10.8
odontologia,644,CAJAMARCA,9.2
odontologia,645,CAJAMARCA,9.8
odontologia,646,CAJAMARCA,10.4
odontologia,647,CAJAMARCA,7.4
odontologia,648,CAJAMARCA,NA
odontologia,649,CAJAMARCA,12.4
odontologia,650,CAJAMARCA,10.4
odontologia,651,CAJAMARCA,10.2
odontologia,652,CAJAMARCA,8
odontologia,653,CAJAMARCA,9.2
odontologia,654,CAJAMARCA,13.4
odontologia,655,CAJAMARCA,NA
odontologia,656,CAJAMARCA,10.6
odontologia,657,CAJAMARCA,9.4
odontologia,658,CAJAMARCA,8.4
odontologia,659,CAJAMARCA,8.8
odontologia,660,CAJAMARCA,11.2
odontologia,661,CAJAMARCA,10.8
odontologia,662,CAJAMARCA,10.4
odontologia,663,CAJAMARCA,10.4
odontologia,664,CAJAMARCA,11.2
odontologia,665,CAJAMARCA,8
odontologia,666,CAJAMARCA,NA
odontologia,667,CAJAMARCA,10.8
odontologia,668,CAJAMARCA,9
odontologia,669,CAJAMARCA,12.4
odontologia,670,CAJAMARCA,8
odontologia,671,CAJAMARCA,8
odontologia,672,CAJAMARCA,5.6
odontologia,673,CAJAMARCA,9.4
odontologia,674,CAJAMARCA,11
odontologia,675,CAJAMARCA,NA
odontologia,676,CAJAMARCA,9.8
odontologia,677,CAJAMARCA,11
odontologia,678,CAJAMARCA,8.6
odontologia,679,CAJAMARCA,7.8
odontologia,680,CAJAMARCA,10
odontologia,681,CAJAMARCA,10
odontologia,682,CAJAMARCA,10.2
odontologia,683,CAJAMARCA,8.6
odontologia,684,CAJAMARCA,9.4
odontologia,685,CAJAMARCA,5.4
odontologia,686,CAJAMARCA,8.8
odontologia,687,CAJAMARCA,8.4
odontologia,688,CAJAMARCA,9.8
odontologia,689,CAJAMARCA,8.6
odontologia,690,CAJAMARCA,12.4
odontologia,691,CAJAMARCA,9.4
odontologia,692,CAJAMARCA,6.2
odontologia,693,CAJAMARCA,8.6
odontologia,694,CAJAMARCA,10.8
odontologia,695,CAJAMARCA,10.8
odontologia,696,CAJAMARCA,11
odontologia,697,CAJAMARCA,10.2
odontologia,698,CAJAMARCA,NA
odontologia,699,CAJAMARCA,8
odontologia,700,CAJAMARCA,11.4
odontologia,701,CAJAMARCA,9.6
odontologia,702,CAJAMARCA,7.2
odontologia,703,CAJAMARCA,12
odontologia,704,CAJAMARCA,9.2
odontologia,705,CAJAMARCA,7.8
odontologia,706,CAJAMARCA,8.2
odontologia,707,CALLAO,11.6
odontologia,708,CALLAO,11.8
odontologia,709,CALLAO,11.4
odontologia,710,CALLAO,NA
odontologia,711,CALLAO,11.2
odontologia,712,CALLAO,8.8
odontologia,713,CALLAO,9.8
odontologia,714,CALLAO,13.2
odontologia,715,CALLAO,9
odontologia,716,CALLAO,7
odontologia,717,CALLAO,7.6
odontologia,718,CALLAO,8.4
odontologia,719,CALLAO,11.6
odontologia,720,CALLAO,11
odontologia,721,CALLAO,10.6
odontologia,722,CALLAO,6.8
odontologia,723,CALLAO,10.2
odontologia,724,CALLAO,11.8
odontologia,725,CALLAO,12.4
odontologia,726,CALLAO,NA
odontologia,727,CALLAO,9.6
odontologia,728,CALLAO,11.2
odontologia,729,CALLAO,10.8
odontologia,730,CALLAO,9.2
odontologia,731,CALLAO,10.2
odontologia,732,CALLAO,9.8
odontologia,733,CALLAO,7.6
odontologia,734,CALLAO,12.8
odontologia,735,CALLAO,9.4
odontologia,736,CALLAO,10.8
odontologia,737,CALLAO,9.4
odontologia,738,CALLAO,12.2
odontologia,739,CALLAO,9.8
odontologia,740,CALLAO,8
odontologia,741,CUSCO,8.6
odontologia,742,CUSCO,NA
odontologia,743,CUSCO,8.4
odontologia,744,CUSCO,6.8
odontologia,745,CUSCO,NA
odontologia,746,CUSCO,NA
odontologia,747,CUSCO,9.8
odontologia,748,CUSCO,12
odontologia,749,CUSCO,9.2
odontologia,750,CUSCO,NA
odontologia,751,CUSCO,9.4
odontologia,752,CUSCO,9
odontologia,753,CUSCO,10.4
odontologia,754,CUSCO,10.2
odontologia,755,CUSCO,9
odontologia,756,CUSCO,8.2
odontologia,757,CUSCO,12.4
odontologia,758,CUSCO,10.4
odontologia,759,CUSCO,7.6
odontologia,760,CUSCO,NA
odontologia,761,CUSCO,NA
odontologia,762,CUSCO,8.8
odontologia,763,CUSCO,9.2
odontologia,764,CUSCO,9.8
odontologia,765,CUSCO,9.2
odontologia,766,CUSCO,10.6
odontologia,767,CUSCO,10.4
odontologia,768,CUSCO,9.4
odontologia,769,CUSCO,9.2
odontologia,770,CUSCO,12.2
odontologia,771,CUSCO,10
odontologia,772,CUSCO,NA
